Scanner,Session,Copyright,family,Species,Genus,number,Collection,length,photo,scan lot,symbol,group filename,scan date,Month,Year,kV,uA,Filter,Detector,rotation,Voxel size,slices length,Scan Quality,isolated,fish only ,STL,who uploaded,when uploaded,spec. image,Comments,User1,User2,User3,Backup Drive ,oVert Tag#
Bruker Skyscan 1173,Kolmann,,Serrasalmidae,Myloplus rhomboidalis,Myloplus,97598,ROM,,Y,,,Serrasalmid7,1/18/18,1,2018,65,123,1mm Al,2k,0.4,29.8,,,,,,,,,,,,,,
Bruker Skyscan 1173,Kolmann,,Serrasalmidae,Serrasalmus eigenmanni,Serrasalmus,97245,ROM,,Y,,,Serrasalmid9,1/19/18,1,2018,65,123,1mm Al,2k,0.4,29.8,,,,,,,,,T18297,,,,,
Bruker Skyscan 1173,Kolmann,,Serrasalmidae,Serrasalmus eigenmanni,Serrasalmus,97246,ROM,,Y,,,Serrasalmid9,1/19/18,1,2018,65,123,1mm Al,2k,0.4,29.8,,,,,,,,,,,,,,
Bruker Skyscan 1173,Kolmann,,Serrasalmidae,Serrasalmus (rhombeus) cf. altipinnis,Serrasalmus,85776,ROM,,Y,,,Serrasalmid9,1/19/18,1,2018,65,123,1mm Al,2k,0.4,29.8,,,,,,,,,T6267,,,,,
Bruker Skyscan 1173,Kolmann,,Serrasalmidae,Metynnis sp.,Metynnis,100574,ROM,,Y,,,Serrasalmid6v2,1/20/18,1,2018,65,123,1mm Al,2k,0.35,30.9,,,,,,,,,T20182,,,,,
Bruker Skyscan 1173,Kolmann,,Serrasalmidae,Myleus setiger,Myleus,94584,ROM,,Y,,,Serrasalmid6v2,1/20/18,1,2018,65,123,1mm Al,2k,29.8,30.9,,,,,,,,,,,,,,
Bruker Skyscan 1173,Kolmann,,Serrasalmidae,Catoprion mento,Catoprion,85951,ROM,,Y,,,Serrasalmid6v2,1/20/18,1,2018,65,123,1mm Al,2k,30.8,30.9,,,,,,,,,T6600?,,,,,
Bruker Skyscan 1173,Kolmann,,Serrasalmidae,Catoprion mento,Catoprion,85952,ROM,,Y,,,Serrasalmid6v2,1/20/18,1,2018,65,123,1mm Al,2k,31.8,30.9,,,,,,,,,T6600?,,,,,
Bruker Skyscan 1173,Kolmann,,Serrasalmidae,Serrasalmus eigenmanni,Serrasalmus,86351,ROM,,Y,,,Serrasalmid8,1/20/18,1,2018,65,123,1mm Al,2k,0.35,35.1,,,,,,,,,T06292,,,,,
Bruker Skyscan 1173,Kolmann,,Serrasalmidae,Pygocentrus nattereri,Pygocentrus,85941,ROM,,Y,,,Serrasalmid8,1/20/18,1,2018,65,123,1mm Al,2k,0.35,35.1,,,,,,,,,T06592,,,,,
Bruker Skyscan 1173,Kolmann,,Serrasalmidae,Myleus sp.,Myleus,85952,ROM,,Y,,,Serrasalmid8,1/20/18,1,2018,65,123,1mm Al,2k,0.35,35.1,,,,,,,,,T07072,,,,,
Bruker Skyscan 1173,Kolmann,,Serrasalmidae,Pygocentrus nattereri,Pygocentrus,85941,ROM,,Y,,,Serrasalmid10,1/20/18,1,2018,65,123,1mm Al,2k,0.4,35.1,,,,,,,,,T06591,,,,,
Bruker Skyscan 1173,Kolmann,,Serrasalmidae,Pygocentrus nattereri,Pygocentrus,85941,ROM,,Y,,,Serrasalmid10,1/20/18,1,2018,65,123,1mm Al,2k,0.4,35.1,,,,,,,,,,,,,,
Bruker Skyscan 1173,Kolmann,,Serrasalmidae,Myloplus rhomboidalis,Myloplus,86133,ROM,,Y,,,Serrasalmid12,1/21/18,1,2018,65,123,1mm Al,2k,0.35,35.1,,,,,,,,,T06624,,,,,
Bruker Skyscan 1173,Kolmann,,Serrasalmidae,Myloplus rhomboidalis,Myloplus,86133,ROM,,Y,,,Serrasalmid12,1/21/18,1,2018,65,123,1mm Al,2k,0.35,35.1,,,,,,,,,T06664,,,,,
Bruker Skyscan 1173,Kolmann,,Serrasalmidae,Myloplus rhomboidalis,Myloplus,86133,ROM,,Y,,,Serrasalmid12,1/21/18,1,2018,65,123,1mm Al,2k,0.35,35.1,,,,,,,,,T06594,,,,,
Bruker Skyscan 1173,Kolmann,,Sciaenidae,Pachypops trifilis,Pachypops,48795,AUM,,Y,,U cutout,Sciaenid2_AUM,1/22/18,1,2018,65,123,1mm Al,2k,0.3,35.1,,,,,,,,,,,,,,
Bruker Skyscan 1173,Kolmann,,Sciaenidae,Pachypops trifilis,Pachypops,48795,AUM,,Y,,V,Sciaenid2_AUM,1/22/18,1,2018,65,123,1mm Al,2k,0.3,35.1,,,,,,,,,,,,,,
Bruker Skyscan 1173,Kolmann,,Sciaenidae,Pachypops trifilis,Pachypops,48795,AUM,,Y,,E cutout,Sciaenid2_AUM,1/22/18,1,2018,65,123,1mm Al,2k,0.3,35.1,,,,,,,,,,,,,,
Bruker Skyscan 1173,Kolmann,,Sciaenidae,Plagioscion surinamensis,Plagioscion,35996,AUM,,Y,,N cutout,Sciaenid2_AUM,1/22/18,1,2018,65,123,1mm Al,2k,0.3,35.1,,,,,,,,,,,,,,
Bruker Skyscan 1173,Kolmann,,Sciaenidae,Johnius coitor,Johnius,50554,AUM,,Y,,teardrop,Sciaenid2_AUM,1/22/18,1,2018,65,123,1mm Al,2k,0.3,35.1,,,,,,,,,,,,,,
Bruker Skyscan 1173,Kolmann,,Sciaenidae,Johnius coitor,Johnius,50554,AUM,,Y,,triangle,Sciaenid2_AUM,1/22/18,1,2018,65,123,1mm Al,2k,0.3,35.1,,,,,,,,,,,,,,
Bruker Skyscan 1173,Kolmann,,Sciaenidae,Johnius coitor,Johnius,50554,AUM,,Y,,I,Sciaenid2_AUM,1/22/18,1,2018,65,123,1mm Al,2k,0.3,35.1,,,,,,,,,,,,,,
Bruker Skyscan 1173,Kolmann,,Sciaenidae,Pachypops fourcroi,Pachypops,40759,AUM,,Y,,diamond,Sciaenid1_AUM,1/22/18,1,2018,65,123,1mm Al,2k,0.35,35.1,,,,,,,,,,,,,,
Bruker Skyscan 1173,Kolmann,,Sciaenidae,Plagioscion auratus,Plagioscion,8070,AUM,,Y,,triangle (right),Sciaenid1_AUM,1/22/18,1,2018,65,123,1mm Al,2k,0.35,35.1,,,,,,,,,,,,,,
Bruker Skyscan 1173,Kolmann,,Sciaenidae,Plagioscion auratus,Plagioscion,8070,AUM,,Y,,O cutout,Sciaenid1_AUM,1/22/18,1,2018,65,123,1mm Al,2k,0.35,35.1,,,,,,,,,,,,,,
Bruker Skyscan 1173,Kolmann,,Sciaenidae,Menticirrhus americanus,Menticirrhus,30697,AUM,,Y,,C cutout,Sciaenid1_AUM,1/22/18,1,2018,65,123,1mm Al,2k,0.35,35.1,,,,,,,,,,,,,,
Bruker Skyscan 1173,Kolmann,,Sciaenidae,Petilipinnis grunniens,Petilipinnis,27798,AUM,,Y,,R cutout,Sciaenid1_AUM,1/22/18,1,2018,65,123,1mm Al,2k,0.35,35.1,,,,,,,,,,,,,,
Bruker Skyscan 1173,Kolmann,,Sciaenidae,Pachyurus schomburgkii,Pachyurus,43059,AUM,,Y,,S cutout,Sciaenid1_AUM,1/22/18,1,2018,65,123,1mm Al,2k,0.35,35.1,,,,,,,,,,,,,,
Bruker Skyscan 1173,Kolmann,,Sciaenidae,Menticirrhus americanus,Menticirrhus,30697,AUM,,Y,,triangle (right),Sciaenid3_AUM,1/23/18,1,2018,65,123,1mm Al,2k,0.3,35.1,,,,,,,,,,,,,,
Bruker Skyscan 1173,Kolmann,,Sciaenidae,Pachyurus schomburgkii,Pachyurus,43059,AUM,,Y,,C cutout,Sciaenid3_AUM,1/23/18,1,2018,65,123,1mm Al,2k,0.3,35.1,,,,,,,,,,,,,,
Bruker Skyscan 1173,Kolmann,,Sciaenidae,Cynoscion nothus,Cynoscion,16451,AUM,,Y,,E cutout,Sciaenid3_AUM,1/23/18,1,2018,65,123,1mm Al,2k,0.3,35.1,,,,,,,,,,,,,,
Bruker Skyscan 1173,Kolmann,,Sciaenidae,Aplodinotus grunniens,Aplodinotus,20663,AUM,,Y,,X cutout,Sciaenid3_AUM,1/23/18,1,2018,65,123,1mm Al,2k,0.3,35.1,,,,,,,,,,,,,,
Bruker Skyscan 1173,Kolmann,,Sciaenidae,Aplodinotus grunniens,Aplodinotus,20663,AUM,,Y,,M cutout,Sciaenid3_AUM,1/23/18,1,2018,65,123,1mm Al,2k,0.3,35.1,,,,,,,,,,,,,,
Bruker Skyscan 1173,Kolmann,,Sciaenidae,Aplodinotus grunniens,Aplodinotus,20663,AUM,,Y,,O cutout,Sciaenid3_AUM,1/23/18,1,2018,65,123,1mm Al,2k,0.3,35.1,,,,,,,,,,,,,,
Bruker Skyscan 1173,Kolmann,,Sciaenidae,Cynoscion nebulosus,Cynoscion,18494,AUM,,Y,,L cutout,Sciaenid3_AUM,1/23/18,1,2018,65,123,1mm Al,2k,0.3,35.1,,,,,,,,,,,,,,
Bruker Skyscan 1173,Kolmann,,Sciaenidae,Pachyurus paucirastrus,Pachyurus,43246,AUM,,Y,,circle (big),Sciaenid3_AUM,1/23/18,1,2018,65,123,1mm Al,2k,0.3,35.1,,,,,,,,,,,,,,
Bruker Skyscan 1173,Kolmann,,Sciaenidae,Sciaenops ocellatus,Sciaenops,50885,AUM,,Y,,trapezoid,Sciaenid3_AUM,1/23/18,1,2018,65,123,1mm Al,2k,0.3,35.1,,,,,,,,,,,,,,
Bruker Skyscan 1173,Kolmann,,Sciaenidae,Menticirrhus littoralis,Menticirrhus,45868,AUM,,Y,,V cutout,Sciaenid3_AUM,1/23/18,1,2018,65,123,1mm Al,2k,0.3,35.1,,,,,,,,,,,,,,
Bruker Skyscan 1173,Kolmann,,Sciaenidae,Menticirrhus littoralis,Menticirrhus,45868,AUM,,Y,,L cutout,Sciaenid3_AUM,1/23/18,1,2018,65,123,1mm Al,2k,0.3,35.1,,,,,,,,,,,,,,
Bruker Skyscan 1173,Kolmann,,Sciaenidae,Pachyurus paucirastrus,Pachyurus,43246,AUM,,Y,,triangle,Sciaenid4_AUM,1/23/18,1,2018,65,123,1mm Al,2k,0.3,24.8,,,,,,,,,,,,,,
Bruker Skyscan 1173,Kolmann,,Sciaenidae,Pachyurus paucirastrus,Pachyurus,43246,AUM,,Y,,circle (big),Sciaenid4_AUM,1/23/18,1,2018,65,123,1mm Al,2k,0.3,24.8,,,,,,,,,,,,,,
Bruker Skyscan 1173,Kolmann,,Sciaenidae,Pachypops fourcroi,Pachypops,40759,AUM,,Y,,I,Sciaenid4_AUM,1/23/18,1,2018,65,123,1mm Al,2k,0.3,24.8,,,,,,,,,,,,,,
Bruker Skyscan 1173,Kolmann,,Sciaenidae,Menticirrhus americanus,Menticirrhus,30697,AUM,,Y,,J cutout,Sciaenid4_AUM,1/23/18,1,2018,65,123,1mm Al,2k,0.3,24.8,,,,,,,,,,,,,,
Bruker Skyscan 1173,Kolmann,,Sciaenidae,Plagioscion squamosissimus,Plagioscion,36520,AUM,,Y,,hourglass,Sciaenid4_AUM,1/23/18,1,2018,65,123,1mm Al,2k,0.3,24.8,,,,,,,,,,,,,,
Bruker Skyscan 1173,Kolmann,,Sciaenidae,Stellifer rastrifer,Stellifer,35565,AUM,,Y,,C cutout,Sciaenid4_AUM,1/23/18,1,2018,65,123,1mm Al,2k,0.3,24.8,,,,,,,,,,,,,,
Bruker Skyscan 1173,Kolmann,,Sciaenidae,Stellifer rastrifer,Stellifer,35565,AUM,,Y,,P cutout,Sciaenid4_AUM,1/23/18,1,2018,65,123,1mm Al,2k,0.3,24.8,,,,,,,,,,,,,,
Bruker Skyscan 1173,Kolmann,,Serrasalmidae,Pristobrycon (Serrasalmus) calmoni,Pristobrycon,67437,ROM,,Y,,,Serrasalmid11,1/24/18,1,2018,65,123,1mm Al,2k,0.35,29.8,,,,,,,,,,,,,,
Bruker Skyscan 1173,Kolmann,,Serrasalmidae,Metynnis luna,Metynnis,56118,ROM,,Y,,,Serrasalmid11,1/24/18,1,2018,65,123,1mm Al,2k,0.35,29.8,,,,,,,,,T06560,,,,,
Bruker Skyscan 1173,Kolmann,,Serrasalmidae,Metynnis luna,Metynnis,56118,ROM,,Y,,,Serrasalmid11,1/24/18,1,2018,65,123,1mm Al,2k,0.35,29.8,,,,,,,,,T06561,,,,,
Bruker Skyscan 1173,Kolmann,,Serrasalmidae,Metynnis luna,Metynnis,56118,ROM,,Y,,,Serrasalmid11,1/24/18,1,2018,65,123,1mm Al,2k,0.35,29.8,,,,,,,,,,,,,,
Bruker Skyscan 1173,Kolmann,,Serrasalmidae,Serrasalmus rhombeus,Serrasalmus,97940,ROM,,Y,,,Serrasalmid14,1/24/18,1,2018,70,114,1mm Al,2k,0.3,18.8,,,,,,,,,,,,,,
Bruker Skyscan 1173,Kolmann,,Serrasalmidae,Myloplus nov sp.,Myloplus,101261,ROM,,Y,,,Serrasalmid15,1/24/18,1,2018,70,114,1mm Al,2k,0.35,33,,,,,,,,,T21730,,,,,
Bruker Skyscan 1173,Kolmann,,Serrasalmidae,Myloplus nov sp.,Myloplus,101261,ROM,,Y,,,Serrasalmid15,1/24/18,1,2018,70,114,1mm Al,2k,0.35,33,,,,,,,,,T21742,,,,,
Bruker Skyscan 1173,Kolmann,,Serrasalmidae,Myloplus rubripinnis,Myloplus,86770,ROM,,Y,,,Serrasalmid15,1/24/18,1,2018,70,114,1mm Al,2k,0.35,33,,,,,,,,,T08248,,,,,
Bruker Skyscan 1173,Kolmann,,Serrasalmidae,Myloplus planquettei,Myloplus,102376,ROM,,Y,,,Serrasalmid13v2,1/25/18,1,2018,65,123,1mm Al,2k,0.35,33,,,,,,,,,T23037,,,,,
Bruker Skyscan 1173,Kolmann,,Serrasalmidae,Myloplus planquettei,Myloplus,102376,ROM,,Y,,,Serrasalmid13v2,1/25/18,1,2018,70,114,1mm Al,2k,0.35,33,,,,,,,,,T23038,,,,,
Bruker Skyscan 1173,Kolmann,,Serrasalmidae,Myloplus rhomboidalis,Myloplus,98019,ROM,,Y,,,Serrasalmid16,1/25/18,1,2018,70,114,1mm Al,2k,0.35,33,,,,,,,,,T18919,,,,,
Bruker Skyscan 1173,Kolmann,,Serrasalmidae,Myleus pacu,Myleus,78720,ROM,,Y,,,Serrasalmid16,1/25/18,1,2018,70,114,1mm Al,2k,0.35,33,,,,,,,,,T5363,,,,,
Bruker Skyscan 1173,Kolmann,,Serrasalmidae,Myloplus schomburgkii,Myloplus,88932,ROM,,Y,,,Serrasalmid17,1/26/18,1,2018,70,114,1mm Al,2k,0.4,30,,,,,,,,,T07186,,,,,
Bruker Skyscan 1173,Kolmann,,Serrasalmidae,Myloplus schomburgkii,Myloplus,88932,ROM,,Y,,,Serrasalmid17,1/26/18,1,2018,70,114,1mm Al,2k,0.4,30,,,,,,,,,T07185,,,,,
Bruker Skyscan 1173,Kolmann,,Serrasalmidae,Myloplus schomburgkii,Myloplus,88932,ROM,,Y,,,Serrasalmid17,1/26/18,1,2018,70,114,1mm Al,2k,0.4,30,,,,,,,,,T07188,,,,,
Bruker Skyscan 1173,Kolmann,,Serrasalmidae,Myloplus asterias,Myloplus,97246,ROM,,Y,,,Serrasalmid18,1/27/18,1,2018,70,114,1mm Al,2k,0.35,,,,,,,,,,,,,,,
Bruker Skyscan 1173,Kolmann,,Serrasalmidae,Myloplus asterias,Myloplus,97246,ROM,,Y,,,Serrasalmid18,1/28/18,1,2018,70,114,1mm Al,2k,0.35,,,,,,,,,,,,,,,
Bruker Skyscan 1173,Kolmann,,Serrasalmidae,Myloplus asterias,Myloplus,97246,ROM,,Y,,,Serrasalmid18,1/29/18,1,2018,70,114,1mm Al,2k,0.35,,,,,,,,,,,,,,,
Bruker Skyscan 1173,Kolmann,,Serrasalmidae,Myloplus planquettei,Myloplus,102441,ROM,,Y,,,Serrasalmid19,1/30/18,1,2018,70,114,1mm Al,2k,0.35,,,,,,,,,,,,,,,
Bruker Skyscan 1173,Kolmann,,Serrasalmidae,Myloplus planquettei,Myloplus,102441,ROM,,Y,,,Serrasalmid19,1/31/18,1,2018,70,114,1mm Al,2k,0.35,,,,,,,,,,,,,,,
Bruker Skyscan 1173,Kolmann,,Dasyatidae,Taeniura lymma,Taeniura,126372,FMNH,,Y,,D,Dasyatid1FMNH,2/2/18,2,2018,65,123,1mm Al,2k,0.35,35,,,,,,,,,,,,,,
Bruker Skyscan 1173,Kolmann,,Dasyatidae,Dasyatis marmorata,Dasyatis,117776,FMNH,,Y,,M cutout,Dasyatid1FMNH,2/2/18,2,2018,65,123,1mm Al,2k,0.35,35,,,,,,,,,,,,,,
Bruker Skyscan 1173,Kolmann,,Tetraodontidae,Omegophora armila,Omegophora,43459-001,AM,,Y,,},Omegophora1,2/3/18,2,2018,65,123,1mm Al,2k,0.3,35,,,,,,,,,,,,,,
Bruker Skyscan 1173,Kolmann,,Tetraodontidae,Omegophora armila,Omegophora,32768-001,AM,,Y,,triangle,Omegophora2,2/3/18,2,2018,65,123,1mm Al,2k,0.35,35,,,,,,,,,,,,,,
Bruker Skyscan 1173,Kolmann,,Dasyatidae,Pastinachus (Dasyatis) sephen,Pastinachus,21840,FMNH,,Y,,G cutout,Dasyatid2FMNH,2/3/18,2,2018,65,123,1mm Al,2k,,34.1,,,,,,,,,,,,,,
Bruker Skyscan 1173,Kolmann,,Dasyatidae,Neotrygon kuhlii,Neotrygon,21883,FMNH,,Y,,W cutout,Dasyatid2FMNH,2/3/18,2,2018,65,123,1mm Al,2k,,34.1,,,,,,,,,,,,,,
Bruker Skyscan 1173,Kolmann,,Dasyatidae,Dasyatis gerrardi,Dasyatis,15559,FMNH,,Y,,na,Dasyatid3FMNH,,12,1899,,,,,,,,,,,,,,,,,,,,
Bruker Skyscan 1173,Kolmann,,Urolophidae,Urolophus aurianticus,Urolophus,89915,FMNH,,Y,,na,Urolophid1FMNH,,12,1899,,,,,,,,,,,,,,,,,,,,
Bruker Skyscan 1173,Diamond,,Gobiidae,Sicyopterus stimpsoni,Sicyopterus,cb_00_01,CMNH,2.4,Y,GobyCan6,V,HawaiiGobies,8/13/2017,8,2017,65,123,1mm Al,2K,,18.4,,,,,,,,,,,,,,
Bruker Skyscan 1173,Diamond,,Gobiidae,Sicyopterus stimpsoni,Sicyopterus,cb_00_02,CMNH,2.3,Y,GobyCan6,square,HawaiiGobies,8/13/2017,8,2017,65,123,1mm Al,2K,,18.4,,,,,,,,,,,,,,
Bruker Skyscan 1173,Diamond,,Gobiidae,Sicyopterus stimpsoni,Sicyopterus,cb_00_03,CMNH,2.6,Y,GobyCan6,cutout Y,HawaiiGobies,8/13/2017,8,2017,65,123,1mm Al,2K,,18.4,,,,,,,,,,,,,,
Bruker Skyscan 1173,Diamond,,Gobiidae,Sicyopterus stimpsoni,Sicyopterus,cb_00_04,CMNH,2.4,Y,GobyCan6,{,HawaiiGobies,8/13/2017,8,2017,65,123,1mm Al,2K,,18.4,,,,,,,,,,,,,,
Bruker Skyscan 1173,Diamond,,Gobiidae,Sicyopterus stimpsoni,Sicyopterus,cb_00_05,CMNH,2.4,Y,GobyCan6,triangle,HawaiiGobies,8/13/2017,8,2017,65,123,1mm Al,2K,,18.4,,,,,,,,,,,,,,
