USE_LICENSE_URL,GUID,SCIENTIFIC_NAME,COORDINATEUNCERTAINTYINMETERS,COUNTRY,STATE_PROV,SPEC_LOCALITY,VERBATIM_DATE,DEC_LAT,DEC_LONG
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:80898","Buteo platypterus platypterus","24167.518848","United States","Florida","Key Largo","3 Dec 1928","25.1747","-80.3705"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:99824","Buteo platypterus platypterus","8615","Canada","Alberta","Edmonton","12 Aug 1928","53.55","-113.5"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:5920","Pandion haliaetus carolinensis","1126.5408","United States","California","Coronado","12 Jul 1904","32.69388","-117.178075"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:159154","Elanus leucurus majusculus","8864.266752","United States","California","Grizzly Island","not recorded","38.1514","-121.9717"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:99834","Parabuteo unicinctus harrisi","12641","United States","Texas","Brownsville","17 May 1927","25.913791","-97.493364"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:52093","Parabuteo unicinctus harrisi","","Mexico","Baja California","Colorado River, 30 mi S Pilot Knob","22 Oct 1927","32.426111","-114.9336111"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:53079","Buteo swainsoni","2896.8192","United States","California","1 mi W Red Rock Post Office","20 Jul 1928","40.8995","-120.25399"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:79189","Elanus leucurus majusculus","3218.688","United States","California","McNear Bridge, 1.7 mi S Petaluma","18 Feb 1940","38.2287386","-122.6145166"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:72676","Buteo jamaicensis calurus","1000","United States","California","3 mi N Cima","12 Jan 1938","35.2926","-115.4971"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:151708","Circus hudsonius","428.085504","United States","Nevada","W side Ruby Lake, 3 mi N Elko County line","10 Aug 1927","40.17","-115.51"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:27038","Accipiter striatus velox","1207.008","United States","California","3 mi E Palo Verde","9 Jan 1916","33.431","-114.6643"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:99634","Ictinia mississippiensis","23734.605312","United States","Oklahoma","18 mi S Arnett","27 May 1937","35.87393","-99.774"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:118441","Accipiter striatus velox","988.137216","United States","California","Big Lagoon","8 Aug 1949","41.1604001","-124.1323646"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:151715","Pandion haliaetus carolinensis","2011.68","United States","New York","Orient Point, Long Island","7 Aug 1926","41.15222","-72.25167"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:21263","Buteo lineatus elegans","1000","United States","California","Escondido","17 Jan 1911","33.119","-117.086"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:99675","Accipiter cooperii","56932.153344","Canada","British Columbia","Okanagan","26 Jun 1906","49.4167","-120"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:99666","Accipiter cooperii","56932.153344","Canada","British Columbia","Okanagan","20 Sep 1921","49.4167","-120"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:99670","Accipiter cooperii","56932.153344","Canada","British Columbia","Okanagan","3 Oct 1936","49.4167","-120"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:23664","Accipiter cooperii","6567.732864","United States","California","3 mi S Covelo","28 Jul 1913","39.7489392","-123.2472059"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:134925","Accipiter fasciatus fasciatus","15071","Australia","South Australia","Flinder's Chase, Kangaroo Island","15 Dec 1953","-35.88","136.76"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:50586","Accipiter rufitorques","873186","Fiji","","no specific locality recorded","3 Jul 1926","-18","178"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:86655","Buteo jamaicensis calurus","5135.416704","United States","California","Merced","19 Nov 1941","37.3090379","-120.4721941"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:39702","Buteo jamaicensis calurus","30","United States","California","10 mi W Madera","6 Dec 1920","36.952771","-120.239977"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:109326","Chondrohierax uncinatus unicinatus","1913","Mexico","Guerrero","Coapango","26 Feb 1942","17.505","-99.6375"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:106734","Elanoides forficatus forficatus","416.820096","United States","Florida","Chokoloskee","4 Jun 1903","25.8133","-81.3627"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:26209","Buteo jamaicensis calurus","30","United States","California","La Grange","18 Dec 1915","37.663728","-120.461583"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:72443","Pernis apivorus","","Finland","","Nrmijaroi, Lankankyta","5 Sep 1933","",""
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:6927","Accipiter cooperii","1000","United States","California","Matilija","11 Jul 1906","34.441","-119.26"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:45528","Elanus leucurus majusculus","4828.032","United States","California","Ignacio Valley, near Concord","12 Mar 1925","37.9445024","-122.03721"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:56352","Accipiter cooperii","1036.32","United States","California","Lang Station","19 Jul 1900","34.433768","-118.371838"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:89752","Accipiter cooperii","1000","United States","California","1 mi SE San Benito Peak","7 Aug 1944","36.35","-120.63"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:88336","Elanus leucurus majusculus","30","United States","California","San Juan Capistrano, 0.75 mi from mouth San Juan Creek","7 May 1942","33.472505","-117.679007"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:96857","Melierax metabates neumanni","32543","Eritrea","","near Road between Cheren and Agordat, near Agordat","12 Dec 1942","15.5486111111","37.8866666667"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:99858","Circus hudsonius","56932.153344","Canada","British Columbia","Okanagan","13 Oct 1939","49.4167","-120"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:11943","Circus hudsonius","11477.841408","United States","California","Riverside","18 Feb 1889","33.9492883","-117.4071573"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:144731","Circus hudsonius","5643.969408","United States","California","eastern Grizzly Island","28 Mar 1926","38.1415308","-121.9097886"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:4080","Circus hudsonius","804.672","United States","California","near mouth of Tijuana River","17 Nov 1908","32.556737","-117.126377"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:133969","Accipiter nisus nisosimilis","12364","Korea","Kyonggi Province","purchased in South Gate Market, Seoul","18 Dec 1955","37.5667","127"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:144738","Circus hudsonius","","United States","Nevada","Ruby Mts., Ruby Lake, near White Pine County line","8 Jun 1929","",""
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:135004","Accipiter nisus nisus","4868.2656","Iraq","Baghdad Governorate","Baghdad","13 Oct 1956","33.33861","44.39389"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:151127","Accipiter nisus nisosimilis","13526.53632","Korea","South Kyongsang Province","ca. 10 mi NW Masan","28 Nov 1963","35.46657","128.28779"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:155821","Accipiter nisus nisosimilis","4040","Korea","South Kyongsang Province","Pusan","12 Feb 1968","35.103","129.04"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:99708","Accipiter striatus perobscurus","3360.310272","Canada","British Columbia","Masset, Graham Island","10 Aug 1936","54.0167","-132.15"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:9776","Accipiter striatus velox","8112.703104","United States","Alaska","Port Snettisham","28 Aug 1909","58.0058333333","-133.7725"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:41269","Accipiter striatus velox","17702.784","United States","Alaska","Keku Straits, Kuiu Island, Alexander Archipelago","29 Sep 1919","56.8905555556","-133.9316666667"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:99847","Haliaeetus leucocephalus washingtoniensis","3360.310272","Canada","British Columbia","Masset, Graham Island","22 May 1920","54.0167","-132.15"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:99736","Accipiter striatus velox","4309.823232","Canada","British Columbia","Sardis, Edenbank Farm","30 Oct 1940","49.1333","-121.95"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:131028","Buteo buteo japonicus","12364","Korea","Kyonggi Province","Seoul","6 Jan 1954","37.5667","127"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:116396","Accipiter gentilis atricapillus","380","Mexico","Sinaloa","El Batel, 70 km NE Mazatlán","18 Oct 1946","23.46889","-105.83417"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:65043","Geranospiza caerulescens caerulescens","6603","Peru","Loreto","Roaboya, Rio Ucayali","October 1931","-7.8","-74.86666667"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:123500","Geranospiza caerulescens caerulescens","3536","Suriname","","Surinam River, Plantation 'Peperpot'","18 May 1947","5.7833333","-55.13333"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:81852","Buteogallus anthracinus anthracinus","38000","Mexico","Durango","Río Sestin","16 Apr 1903","26.0296566666","-105.5124175"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:120957","Geranoaetus albicaudatus hypospodius","9693.078912","Mexico","Chiapas","San Jose, 28 mi ESE Comitán de Domínguez","17 Apr 1950","16.0944444444","-91.7391666666"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:133470","Buteogallus anthracinus anthracinus","7056.97344","Mexico","Veracruz","9 mi NE Santiago Tuxtla","11 May 1955","18.5544444444","-95.2022222222"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:180437","Elanus leucurus majusculus","22.530816","United States","California","405 San Roberto Place, San Ramon","5 Jul 2001","37.7565548","-121.9416116"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:23179","Accipiter cooperii","455.444352","United States","California","Blue Canyon","27 Aug 1912","39.2570834","-120.7124376"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:93707","Buteogallus meridionalis","6000","Colombia","Huila","6 km SE Villavieja","17 Jan 1945","3.3333333","-75.1833333"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:150251","Accipiter gentilis atricapillus","4853.781504","United States","Nevada","Spring Mts., MacKs Canyon","22 Jun 1963","36.40167","-115.65611"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:155574","Elanus leucurus majusculus","14632.155648","Costa Rica","Guanacaste","9 mi N Canas","19 Jul 1965","10.56428","-85.1"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:108970","Butastur indicus","","Sri Lanka","North-Western Province","Polgahawela","January 1934","",""
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:81821","Rostrhamus sociabilis plumbeus","5613.391872","United States","Florida","W Palm Beach","19 Mar 1921","26.7153","-80.0534"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:133468","Pseudastur albicollis ghiesbreghti","7056.97344","Mexico","Veracruz","9 mi NE Santiago Tuxtla","12 May 1955","18.5544444444","-95.2022222222"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:99742","Geranoaetus albicaudatus hypospodius","1808.902656","United States","Texas","Point Isabel","18 Feb 1928","26.073","-97.208"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:21436","Buteo solitarius","819.156096","United States","Hawaii","Kukaiau, Hamakua","1904","20.0294303894","-155.3477172851"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:179317","Accipiter striatus velox","4879.531008","United States","California","junction of Ramona Drive and Ivy Drive, Orinda","13 Dec 1998","37.8718423","-122.1754448"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:179321","Accipiter cooperii","1660.843008","United States","California","exit to Contra Costa Blvd. off Hwy. 680, Pleasant Hill","16 Aug 1998","37.9404644","-122.0685193"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:179951","Buteo lineatus elegans","402.336","United States","California","60 Via Robles, Alamo","6 Jan 1999","37.8716","-122.0463"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:179940","Circus hudsonius","1609.344","United States","California","Elkhorn Ranch (Elkhorn Slough), Moss Landing","24 Jun 1999","36.8105","-121.7599"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:179948","Accipiter cooperii","402.336","United States","California","Devonshire Court, Walnut Creek","13 Jun 1999","37.8802","-122.0223"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:180163","Buteo jamaicensis calurus","183.61","United States","California","8225 Turners Lane, Sunol","24 May 2000","37.60758","-121.85162"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:180147","Accipiter cooperii","63.61","United States","California","1451 7th Street, Oakland","21 Aug 2000","37.80546","-122.29386"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:178533","Accipiter striatus velox","832.030848","United States","Maryland","St. Michaels","10 Nov 1995","38.7841","-76.2224"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:178546","Accipiter striatus velox","188.293248","United States","Maryland","Hobbs","17 Feb 1992","38.8618","-75.7832"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:144670","Buteo jamaicensis calurus","7599.322368","United States","California","Livermore","25 Feb 1926","37.6822","-121.76624"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:54533","Buteo jamaicensis calurus","4828.032","United States","California","quarry in Puente Hills 2.5 mi W Pomona","22 Nov 1924","34.014452","-117.79461"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:74188","Buteo jamaicensis calurus","539.13024","United States","California","2 mi NNE Cima","15 May 1938","35.2614609","-115.4873752"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:74189","Buteo jamaicensis calurus","1000","United States","California","Cedar Canyon, Providence Mts.","24 May 1938","35.16","-115.4612"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:68004","Buteo jamaicensis calurus","8099.828352","United States","California","Carbon Canyon, Puente Hills","19 Apr 1925","33.9504503","-117.777296"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:144672","Buteo jamaicensis calurus","5188.525056","United States","California","5.5 SW Chino","16 Dec 1925","33.96289","-117.75629"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:57365","Circus hudsonius","3534.119424","United States","Nevada","4 mi SE of Millett Post Office","2 Jun 1930","38.97428","-117.12744"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:99756","Buteo jamaicensis calurus","56932.153344","Canada","British Columbia","Okanagan","15 May 1936","49.4167","-120"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:99757","Buteo jamaicensis calurus","56932.153344","Canada","British Columbia","Okanagan","26 May 1936","49.4167","-120"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:175041","Elanus leucurus ssp.","5165.99424","United States","California","3 mi S Suisun","28 Mar 1936","38.1951642","-122.0399539"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:106741","Buteo jamaicensis calurus","2426.890752","United States","Oregon","Milton","25 Jan 1917","45.9328","-118.3867"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:49577","Pandion haliaetus","4828.032","United States","New York","Gardiner's Island, Long Island","10 Jun 1926","41.09778","-72.10389"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:49624","Buteo jamaicensis calurus","9705.953664","United States","California","Ukiah","summer 1905","39.1921778","-123.2075349"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:175991","Pandion haliaetus","","","","no specific locality","not recorded","",""
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:144661","Buteo jamaicensis calurus","2994.989184","United States","California","Point of Point Reyes","12 Nov 1924","37.9966759","-122.9974835"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:57364","Circus hudsonius","3534.119424","United States","Nevada","4 mi SE of Millett Post Office","2 Jun 1930","38.97428","-117.12744"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:99771","Buteo jamaicensis calurus","2414.016","United States","California","Lankershim","22 Feb 1913","34.157757","-118.369363"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:150967","Butastur indicus","17382.524544","Korea","Kyonggi Province","Su Sam Nung, 12 mi NW Seoul","15 Apr 1962","37.68974","126.84543"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:46178","Buteo buteo buteo","1450","France","Midi-Pyrenees","Mas Grenier","not recorded","43.9","1.2"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:60219","Buteo buteo buteo ?","","","","no specific locality","not recorded","",""
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:57189","Buteo jamaicensis borealis","28466.076672","United States","Missouri","no specific locality recorded","not recorded","37.5029","-94.3316"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:66668","Buteo jamaicensis borealis","","United States","Kansas","no specific locality recorded","13 Nov 1932","",""
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:143343","Aquila audax audax","35626.048128","Australia","South Australia","28 mi N Hawker","3 Sep 1961","-31.47695","138.41667"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:27614","Buteo jamaicensis calurus","2910","United States","California","Berkeley Hills","November 1914","37.883602","-122.237843"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:120362","Aquila chrysaetos canadensis","4929.420672","United States","California","Mission San Jose","7 Jan 1950","37.5216773","-121.9261713"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:135399","Buteo plagiatus","18830","Mexico","Chihuahua","5 mi N Chihuahua","12 Jun 1957","28.7080373639","-106.08889"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:178544","Accipiter striatus velox","832.030848","United States","Maryland","Denton","01 Jan 1988","38.8836","-75.8299"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:180001","Accipiter cooperii","100","United States","California","1009 San Anselmo Ave., San Anselmo","9 Dec 2001","37.978","-122.569"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:126089","Buteo plagiatus","28478.951424","Mexico","Veracruz","Cerro Guzman, 20 mi W Veracruz","3 Aug 1952","19.1991666666","-96.4427777777"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:109388","Buteo plagiatus","3043","Mexico","Guerrero","Amojileca","19 Apr 1942","17.5680555555","-99.5686111111"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:91275","Accipiter striatus velox","321.8688","United States","California","Planada","27 Feb 1933","37.292717","-120.321597"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:89405","Accipiter striatus velox","4863.437568","United States","California","ca. 2 mi E Oakley","4 Dec 1943","37.9959133","-121.6697708"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:14087","Accipiter gentilis atricapillus","608.332032","United States","California","Warner Mts., head N Fork Parker Creek","2 Jul 1910","41.4603791","-120.2429761"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:66670","Circus hudsonius","6340.81536","United States","Kansas","8 mi SW Toronto","20 Dec 1937","37.71638","-96.05357"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:151694","Buteo swainsoni","428.085504","United States","Nevada","Ruby Mts., summit Secret Pass","5 Aug 1927","40.81556","-115.1975"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:99726","Accipiter striatus velox","56932.153344","Canada","British Columbia","Okanagan","1 Oct 1942","49.4167","-120"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:8326","Haliaeetus leucocephalus washingtoniensis","56555.566848","United States","Alaska","Chichagof Island, Alexander Archipelago","29 Jul 1907","57.8736111111","-135.7763888889"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:143337","Milvus migrans affinis","4042.672128","Australia","South Australia","22 mi N, 14 mi W Cowarie","30 Jun 1961","-27.39717","138.10486"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:143338","Milvus migrans affinis","10684.434816","Australia","South Australia","14 mi SW Etadunna","11 Jul 1961","-28.86042","138.47027"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:74749","Parabuteo unicinctus harrisi","2710","Mexico","Sinaloa","S side Río Sinaloa, 1 mi SW Sinaloa","24 Apr 1936","25.812401","-108.230312"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:116399","Parabuteo unicinctus harrisi","500","Mexico","Sonora","Pitahaya, 40 km SE Empalme","30 Oct 1946","27.77333","-110.44056"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:54614","Buteo jamaicensis calurus","13405.83552","United States","California","10 mi inland from Tomales","27 Apr 1930","38.2463","-122.72006"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:154270","Buteo jamaicensis calurus","9.144","United States","California","35 mi S San Francisco on Hwy. 1","20 Sep 1964","37.280593","-122.407072"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:7579","Buteo lagopus sanctijohannis","2414.016","United States","California","Menlo Park","not recorded","37.45587","-122.186478"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:40366","Buteo lagopus sanctijohannis","804.672","United States","California","Firebaugh","3 Jan 1920","36.856183","-120.454291"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:85535","Rupornis magnirostris griseocauda","7081","El Salvador","San Miguel","Lake Olomega","22 Jan 1942","13.31667","-88.06667"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:94067","Rupornis magnirostris magnirostris","1044","Colombia","Huila","Villavieja","21 Jan 1945","3.2228","-75.2225"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:85539","Buteo plagiatus","7081","El Salvador","San Miguel","Lake Olomega","28 Jan 1942","13.31667","-88.06667"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:175996","Aquila chrysaetos canadensis","5000","United States","Colorado","5 mi SE Fountain","28 Nov 1945","38.63075122","-104.6351433"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:32211","Circus hudsonius","143617.85856","United States","Alaska","Kowak River","3 Sep 1898","67.0094444444","-157.6208333333"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:99849","Circus hudsonius","9849.18528","United States","Oklahoma","Oklahoma City","20 Jan 1937","35.468","-97.516"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:57083","Aquila chrysaetos canadensis","6878.336256","United States","California","4 mi NE Moraga","2 Apr 1926","37.870024","-122.0647821"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:4958","Circus hudsonius","2534","Canada","Yukon Territory","Forty-Mile","1 May 1898","64.42361","-140.53194"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:9772","Circus hudsonius","13262.603904","United States","Alaska","Taku River","5 Sep 1909","58.5175","-133.8413888889"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:9773","Circus hudsonius","13262.603904","United States","Alaska","Taku River","15 Sep 1909","58.5175","-133.8413888889"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:81856","Circus hudsonius","4771.70496","Canada","British Columbia","Hardy Bay, Vancouver Island","16 Nov 1937","50.7333","-127.4667"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:99854","Circus hudsonius","56932.153344","Canada","British Columbia","Okanagan","16 May 1940","49.4167","-120"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:81853","Circus hudsonius","56932.153344","Canada","British Columbia","Okanagan","12 Oct 1911","49.4167","-120"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:144693","Buteo swainsoni","13238.463744","United States","Nevada","10 mi S Halleck","8 Jul 1927","40.80591","-115.45194"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:76189","Buteo swainsoni","9918.387072","United States","Nevada","7 mi NW Fallon","6 May 1936","39.54536","-118.86896"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:99807","Buteo swainsoni","","United States","New Mexico","Lordsburg","21 Apr 1933","32.3498493","-108.7091495"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:140935","Buteo galapagoensis","7115","Ecuador","Galapagos","Isla Pinzon [Duncan Island]","28 Jul 1957","-0.6","-90.66639"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:19461","Buteo swainsoni","","United States","California","ca. 2 mi W Lanes Bridge, 10 mi N Fresno","11 Apr 1911","36.862206","-119.799695"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:144698","Buteo swainsoni","6006.071808","United States","California","10 mi E Los Baños","21 May 1925","37.053124","-120.64307"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:32249","Buteo swainsoni","6115.5072","United States","California","Neenach, Antelope Valley","27 Jul 1904","34.776105","-118.568183"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:90026","Pandion haliaetus cristatus","6802","Papua New Guinea","New Ireland Province","Emira Island","6 Jul 1944","-1.6585144996","149.9668426513"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:175304","Accipiter striatus velox","1609.344","United States","California","vicinity of Fort Bragg","October 1971","39.4435148","-123.7998582"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:135395","Accipiter cooperii","358","Mexico","Chihuahua","Yahuirachi, 130 mi W Chihuahua","2 Jul 1957","28.56806","-108.14806"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:73329","Parabuteo unicinctus harrisi","8624","United States","Texas","10 mi W Aransas Pass","30 Mar 1936","27.909","-97.31347"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:54531","Accipiter cooperii","","Mexico","Baja California","15 mi S Ensenada","29 Dec 1926","31.634444","-116.55"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:58091","Accipiter cooperii","10887.21216","United States","Arizona","8 mi N Maive","18 Jun 1931","35.3691","-111.9378"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:83925","Parabuteo unicinctus harrisi","52830","Mexico","Tamaulipas","38 mi S Nuevo Laredo","26 Mar 1940","26.9334340342","-99.50806"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:89900","Parabuteo unicinctus harrisi","10967","United States","New Mexico","Carlsbad","28 Apr 1933","32.42055511","-104.2283325"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:94709","Accipiter cooperii","","United States","New Mexico","Big Burro Mts., 10 mi SW Tyrone","7 Oct 1945","32.6106645","-108.4210947"
