USE_LICENSE_URL,GUID,SCIENTIFIC_NAME,COORDINATEUNCERTAINTYINMETERS,COUNTRY,STATE_PROV,SPEC_LOCALITY,VERBATIM_DATE,DEC_LAT,DEC_LONG
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Egg:7607","Buteo regalis","","United States","Colorado","no specific locality recorded","30 May 1897","",""
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Egg:7696","Aquila chrysaetos canadensis","4828.032","United States","California","Santa Ana Ranch","28 Feb 1925","36.816303","-121.2408898"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Egg:7684","Aquila chrysaetos canadensis","1609.344","United States","California","near Sargent","20 Feb 1927","36.921481","-121.568793"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Egg:7705","Aquila chrysaetos canadensis","4425.696","United States","California","near Tres Pinos","2 Mar 1930","36.7907921","-121.31979"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Egg:7774","Haliaeetus leucogaster","615625","Indonesia","","Java","13 May 1930","-7.5","110"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Egg:7778","Haliaeetus leucocephalus leucocephalus","","United States","California","Middle Grounds, Santa Cruz Island","4 Mar 1918","",""
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Egg:4622","Haliaeetus leucocephalus leucocephalus","3701.4912","United States","California","Anacapa Island (East), 20 mi off Ventura","24 Feb 1929","34.0046143","-119.392274"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Egg:5176","Buteo jamaicensis borealis","2441.374848","United States","Maryland","Cambridge","31 Mar 1919","38.5724","-76.0812"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Egg:7725","Aquila chrysaetos canadensis","1609.344","United States","California","near Hollister","16 Mar 1924","36.8473799","-121.40482"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Egg:7718","Aquila chrysaetos canadensis","4425.696","United States","California","near Tres Pinos","12 Mar 1920","36.7907921","-121.31979"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Egg:7751","Aquila chrysaetos canadensis","9253.728","United States","California","Tres Pinos 23 mi N","27 Apr 1924","37.1235632","-121.3165186"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Egg:7750","Aquila chrysaetos canadensis","9656.064","United States","California","Tres Pinos 24 mi N","7 May 1927","37.0322431","-121.5708709"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Egg:7761","Aquila chrysaetos canadensis","160.9344","United States","California","Canyon Ranch, near Shandon","17 Feb 1952","35.544067","-120.333233"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Egg:7756","Aquila chrysaetos canadensis","321.8688","United States","California","near Parkfield","6 Mar 1936","35.90057","-120.43116"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Egg:4620","Aquila chrysaetos canadensis","1609.344","United States","California","Paso Robles","21 Feb 1928","35.635222","-120.691783"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Egg:1165","Buteo jamaicensis calurus","","United States","California","no specific locality recorded","12 Mar 1900","",""
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Egg:1171","Buteo jamaicensis calurus","","United States","California","no specific locality recorded","23 Mar 1901","",""
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Egg:13832","Aquila chrysaetos canadensis","2816.352","United States","California","Arques Ranch, 7 mi E Hollister","25 Mar 1896","36.8385012","-121.2438559"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Egg:13797","Aquila chrysaetos canadensis","402.336","United States","California","Etcheverry Ranch, 1 mi N Tres Pinos","26 Feb 1898","36.8053474","-121.3199409"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Egg:13820","Aquila chrysaetos canadensis","4425.696","United States","California","Tres Pinos, Santa Ana, 7 mi SE Hollister","13 Mar 1892","36.7907921","-121.3197904"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Egg:13743","Buteo jamaicensis fuertesi","18127","United States","Texas","NW Atascosa County","18 Mar 1933","29.11452","-98.711153"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Egg:13727","Accipiter striatus velox","1544.97024","United States","Utah","Fort Canyon","3 Jun 1931","40.47782","-111.78042"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Egg:13828","Aquila chrysaetos canadensis","3218.688","United States","California","Spring Ranch, 8 mi NW Hollister","18 Mar 1883","36.92235","-121.56236"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Egg:13730","Buteo lineatus lineatus","6464.734848","United States","Connecticut","Milford","24 Apr 1906","41.2222","-73.0569"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Egg:13805","Aquila chrysaetos canadensis","3621.024","United States","California","Spring Ranch, 9 mi NW Hollister","4 Mar 1885","36.92235","-121.56236"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Egg:3358","Buteo jamaicensis calurus","22545.300096","United States","Arizona","Huachuca Mts., Cameron Canyon","2 Apr 1892","31.4889","-110.4075"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Egg:2167","Buteo jamaicensis calurus","1696.248576","United States","California","Beaumont","4 Apr 1893","33.93256","-116.97367"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Egg:3653","Buteo jamaicensis calurus","3218.688","United States","California","Santa Clara River, near Saugus","9 Apr 1927","34.424041","-118.539519"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Egg:3651","Buteo jamaicensis calurus","4023.36","United States","California","Santa Monica Mts., near Newberry Park","13 Mar 1926","34.183371","-118.90649"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Egg:7792","Pandion haliaetus carolinensis","188.293248","United States","Delaware","Taylor's Bridge","10 May 1915","39.4062","-75.5899"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Egg:4612","Buteo jamaicensis borealis","2924.178048","United States","Kansas","Burlington","25 Feb 1882","38.1942","-95.7417"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Egg:7552","Elanus leucurus majusculus","714.548736","United States","California","near Ignacio","13 Apr 1918","38.0700698","-122.5356765"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Egg:187","Pandion haliaetus carolinensis","2766","United States","California","Smuggler's Cove, San Clemente Island","29 Mar 1897","32.8233543","-118.3770137"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Egg:13233","Pandion haliaetus carolinensis","6437.376","United States","New York","Bass Creek, Shelter Island","10 May 1915","41.06444","-72.33333"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Egg:7620","Buteo jamaicensis calurus","1660.843008","United States","California","Moraga Valley","18 Apr 1920","37.8305356","-122.127884"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Egg:7654","Buteo buteo buteo","69696","United Kingdom","England","Devon","29 Apr 1930","50.75","-3.75"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Egg:5191","Buteo jamaicensis calurus","402.336","United States","California","Pinnacles","13 Mar 1926","36.5333449","-121.145152"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Egg:1959","Buteo jamaicensis calurus","20972.971008","United States","California","near San Diego","May 1862","32.7359468","-117.1106455"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Egg:7621","Buteo jamaicensis calurus","7599.322368","United States","California","Livermore","19 Mar 1922","37.6822","-121.76624"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Egg:13789","Aquila chrysaetos canadensis","8046.72","United States","California","Tobacco Valley, Los Aguilas, 20 mi SE Hollister","6 Feb 1898","36.590544","-121.1956246"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Egg:13775","Aquila chrysaetos canadensis","2414.016","United States","California","Eagle Canyon, near Black Mt.","27 Mar 1932","37.543725","-122.353512"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Egg:7614","Buteo jamaicensis calurus","1609.344","United States","California","Buena Vista 0.5 mi W","10 Apr 1927","35.2008366","-119.3563688"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Egg:5194","Buteo jamaicensis calurus","2414.016","United States","California","Paso Robles 6 mi E","25 Mar 1915","35.659293","-120.581039"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Egg:7790","Pandion haliaetus carolinensis","1221.492096","United States","New Jersey","near Rio Grande","11 May 1913","39.0152","-74.8822"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Egg:5170","Accipiter cooperii","1636.702848","United States","Connecticut","Westfield","31 May 1923","41.5847","-72.7011"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Egg:5177","Buteo jamaicensis borealis","429.694848","United States","Kansas","Lenape","10 Apr 1895","38.9945","-94.9523"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Egg:7638","Buteo lineatus lineatus","804.672","United States","New York","Milo Center","18 Apr 1897","42.63444","-76.99972"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Egg:7722","Aquila chrysaetos canadensis","4425.696","United States","California","near Tres Pinos","15 Mar 1925","36.7907921","-121.31979"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Egg:7743","Aquila chrysaetos canadensis","4425.696","United States","California","near Tres Pinos","27 Mar 1927","36.7907921","-121.31979"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Egg:13673","Pandion haliaetus carolinensis","4828.032","United States","New York","Gardiner's Island, Long Island","13 May 1897","41.09778","-72.10389"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Egg:13841","Aquila chrysaetos canadensis","901.23264","United States","California","Shandon","19 Mar 1927","35.655531","-120.37127"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Egg:7566","Elanus leucurus majusculus","622.816128","United States","California","near St. Vincent's","10 Jun 1917","38.0297","-122.5333"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Egg:7632","Buteo jamaicensis calurus","1609.344","United States","California","Hollister, Indart Ranch","12 Mar 1922","36.8473799","-121.40482"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Egg:13814","Aquila chrysaetos canadensis","6035.04","United States","California","Buena Vista, 15 mi SE Hollister","9 Mar 1900","36.6582306","-121.242226"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Egg:13816","Aquila chrysaetos canadensis","6035.04","United States","California","Buena Vista, 15 mi SE Hollister","10 Mar 1898","36.6582306","-121.242226"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Egg:1180","Pandion haliaetus carolinensis","80467.2","United States","New York","Long Island, Long Island","18 May 1895","40.86667","-72.8"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Egg:14152","Elanus leucurus majusculus","1820","United States","California","near Alviso","6-Apr-1930","37.430404","-121.972883"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Egg:14166","Polemaetus bellicosus","6334","Zimbabwe","Masvingo Province","Masvingo (=Fort Victoria)","15-Jun-1972","-20.063733","30.827656"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Egg:14135","Geranoaetus albicaudatus hypospodius","1903","United States","Texas","Refugio","4-Apr-1950","28.307985","-97.274142"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Egg:14143","Rupornis magnirostris griseocauda","42226","Mexico","Veracruz","near road from Tampico Alto to Naranjos","9-Apr-1960","21.724678","-97.806711"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Egg:14153","Elanus leucurus majusculus","3890","United States","California","near Zanker Rd., Milpitas","22-Mar-1981","37.401217","-121.9303"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Egg:14156","Gyps coprotheres","213","South Africa","Gauteng Province","near Hartbeespoort Dam, N of Johannesburg","20-Jun-1972","-25.725635","27.847782"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Egg:14157","Gyps coprotheres","","","","no specific locality recorded","25-May-2005","",""
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Egg:14115","Aquila chrysaetos canadensis","3064","United States","California","E of Corral Hollow, 15 mi SE Livermore","5-Mar-1939","37.527989","-121.572614"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Egg:14118","Aquila chrysaetos canadensis","8676","United States","California","Livermore Valley","10-Mar-1929","37.686287","-121.757327"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Egg:14125","Aquila chrysaetos canadensis","6520","United States","California","Vasco Rd. to Brentwood","9-Mar-1930","37.833104","-121.654122"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Egg:13750","Buteo jamaicensis calurus","8046.72","United States","California","Berryessa","17 Mar 1900","37.38474","-121.861695"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Egg:3662","Pandion haliaetus carolinensis","201.415","United States","Maryland","Ridgells","1 May 1916","38.09274","-76.36612"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Egg:7637","Buteo lineatus lineatus","2092.1472","United States","Massachusetts","Ponkapoag","28 Apr 1896","42.19","-71.11"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Egg:1167","Buteo jamaicensis calurus","","United States","California","no specific locality recorded","15 Apr 1903","",""
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:190861","Elanus leucurus majusculus","3","United States","California","junction of Orinda Way and Camino Sobrante, Orinda","14 May 2011","37.88478","-122.19095"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:190864","Elanus leucurus majusculus","22","United States","California","28 Riverhill Drive, Benicia","30 Jun 2011","38.05662","-122.152"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:144618","Accipiter gentilis atricapillus","6841.321344","United States","Minnesota","town [-ship?] of Jadis","4 Jan 1929","48.848","-95.8121"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:72437","Accipiter gentilis gentilis","11552","Finland","Mikkeli Province","Rantasalmi","31 Oct 1932","62.06667","28.3"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:142591","Accipiter gentilis schvedowi","","Korea","Kyonggi Province","10 mi E Kaesong","17 Feb 1961","",""
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:135027","Buteo buteo japonicus","22257.22752","Korea","Kyonggi Province","10 mi S Seoul","22 Dec 1956","37.422","127"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:99774","Buteo jamaicensis harlani","","Canada","British Columbia","Surprise Lake","5 Aug 1924","",""
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:44730","Buteo jamaicensis harlani","3369.966336","Canada","British Columbia","Atlin","20 Jul 1924","59.5667","-133.7"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:21354","Buteo buteo buteo","10000","Romania","","Nagy-Enyed [=Aiud], Transylvania","12 Jun 1889","46.31767","23.72772"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:144683","Buteo platypterus platypterus","6841.321344","United States","Minnesota","Moose","26 Jun 1927","48.8485","-96.0733"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:99829","Buteo brachyurus albigula","5000","Colombia","Cauca","Munchique, El Tambo","2 Sep 1938","2.5333333","-76.95"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:41245","Buteo jamaicensis calurus","30","United States","California","10 mi W Madera","16 Dec 1920","36.952771","-120.239977"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:144635","Accipiter striatus velox","30","United States","California","5 mi SW Lone Pine, Lubken Ranch","20 Dec 1925","36.546837","-118.090158"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:109375","Buteo jamaicensis calurus","1913","Mexico","Guerrero","Coapango","2 Aug 1938","17.505","-99.6375"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:10410","Buteo jamaicensis borealis","804.672","United States","New York","Cayuga","12 May 1895","42.91889","-76.72667"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:99700","Accipiter striatus velox","4448.226816","Canada","Ontario","Milton","24 Sep 1886","43.5151","-79.87605"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:99682","Accipiter cooperii","3973.470336","Canada","British Columbia","Okanagan Landing","25 Jul 1922","50.2333","-119.35"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:58419","Buteo lineatus lineatus","2924.178048","United States","Kansas","Pittsburg","4 Apr 1926","37.4108","-94.7055"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:4504","Aquila chrysaetos canadensis","","Canada","Yukon Territory","Forty Mile, O'Brien Creek","4 May 1901","",""
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:42682","Butastur indicus","","Philippines","","no specific locality recorded","not recorded","",""
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:99778","Buteo albonotatus","12641","United States","Texas","Brownsville","13 Dec 1911","25.913791","-97.493364"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:159157","Elanus leucurus majusculus","","","","no specific locality","not recorded","",""
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:91270","Accipiter striatus velox","","United States","California","no specific locality recorded","5 Nov 1893","",""
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:115930","Buteo buteo buteo","1450","France","Midi-Pyrenees","Mas Grenier","not recorded","43.9","1.2"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:109386","Buteo plagiatus","2293","Mexico","Guerrero","Chilpancingo de los Bravos","7 Dec 1942","17.5513888888","-99.5008333333"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:144744","Pandion haliaetus carolinensis","370","United States","New York","Montauk Point, Great Pond, Long Island","27 Jun 1925","41.0717438432","-71.8583948687"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:72442","Pandion haliaetus haliaetus","7059","Finland","Turku-Pori Province","Pori, Ulasooni","10 Nov 1925","61.48333","21.78333"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:99868","Pandion haliaetus carolinensis","3131.783424","Canada","Ontario","Mount Forest","24 Sep 1892","43.97877","-80.73655"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:81842","Buteo swainsoni","56932.153344","Canada","British Columbia","Okanagan","5 Jun 1914","49.4167","-120"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:99792","Buteo swainsoni","","Canada","Alberta","Wavey Lake","14 Sep 1922","",""
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:99793","Buteo swainsoni","8615","Canada","Alberta","Edmonton","31 Aug 1914","53.55","-113.5"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:99804","Buteo swainsoni","3973.470336","Canada","British Columbia","Okanagan Landing","5 Aug 1929","50.2333","-119.35"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:55021","Buteo jamaicensis calurus","","Mexico","Baja California Sur","Agua Caliente","29 Jun 1929","23.441944","-109.7747222"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:62751","Accipiter gentilis atricapillus","1646.358912","Canada","Quebec","Charlesbourg","November 1931","46.85917","-71.26333"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:108968","Buteo lagopus kamtschatkensis","19761","China","Heilongjiang Province","Pinkiang [=Harbin]","3 Nov 1939","45.75","126.65"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:80899","Buteo lagopus sanctijohannis","11408.639616","United States","District of Columbia","no specific locality recorded","1 Jan 1917","38.8894","-77.0384"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:27600","Accipiter striatus velox","30","United States","California","Palo Verde","15 Oct 1916","33.4326","-114.7311"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:4967","Buteo jamaicensis harlani","","United States","Alaska","60 mi below Forty Mile, Yukon River","28 Jul 1894","",""
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:99809","Buteo lagopus sanctijohannis","586","Canada","Alberta","Andrew","27 Oct 1909","53.87917","-112.33333"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:144619","Accipiter gentilis atricapillus","6841.321344","United States","Minnesota","Township Beaver?","5 Feb 1926","48.6705","-95.5387"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:72436","Accipiter gentilis gentilis","5072","Finland","","Sibbo, Hindaby","16 Oct 1930","60.36667","25.26667"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:136573","Buteo buteo japonicus","37896.832512","Korea","Kyonggi Province","40-50 mi NE Seoul","5 Jan 1958","38.02839","127.57964"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:142595","Buteo buteo japonicus","23628.388608","Korea","Kyonggi Province","20-25 mi NW Seoul","3 Jan 1961","37.7977","126.71018"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:148774","Buteo buteo japonicus","14276.490624","Korea","Kyonggi Province","2 mi SE Seoul","3 Nov 1962","37.54649","127.02576"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:97420","Accipiter cooperii","3246.046848","United States","Ohio","North Olmsted","October 1939","41.4156","-81.9236"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:81833","Accipiter cooperii","3658.038912","Canada","British Columbia","Comox, Vancouver Island","6 Feb 1931","49.6833","-124.9333"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:9094","Accipiter striatus velox","1055.08","United States","Nevada","Camp II, South Fork Big Creek, Pine Forest Range","27 Jun 1909","41.67255","-118.67628"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:62354","Accipiter gentilis atricapillus","289.68192","United States","California","Strawberry Valley","9 Nov 1932","39.5635","-121.109"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:53212","Buteo lineatus alleni","4647.785472","United States","Florida","Jupiter","7 Mar 1921","26.9345","-80.0941"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:99790","Buteo lineatus alleni","4647.785472","United States","Florida","Jupiter","15 Feb 1921","26.9345","-80.0941"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:160573","Harpagus bidentatus fasciatus","5878.933632","Costa Rica","Alajuela","1 mi N Tetsalia, which is 4 mi NE Quesada on Costa Rica Hwy. 140","5 Jul 1969","10.38122","-84.41667"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:99789","Buteo lineatus texanus","12641","United States","Texas","Brownsville","17 Feb 1928","25.913791","-97.493364"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:39757","Accipiter gentilis atricapillus","7584.838272","Canada","British Columbia","Stikine River at Flood Glacier","4 Aug 1919","57.1833","-131.9167"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:86667","Ictinia mississippiensis","3233.172096","United States","Louisiana","Madisonville","22 May 1986","30.404","-90.1569"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:99635","Ictinia mississippiensis","3233.172096","United States","Louisiana","Madisonville","9 Jun 1889","30.404","-90.1569"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:91285","Aquila chrysaetos canadensis","321.8688","United States","California","Planada","20 Nov 1938","37.292717","-120.321597"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:164308","Ictinia mississippiensis","2745","United States","Oklahoma","3.2 km NW Colbert","14 Sep 1972","33.8734","-96.52645"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:149056","Milvus migrans affinis","5849.96544","Papua New Guinea","Morobe Province","2 mi W Bulolo","11 Oct 1962","-7.2038044929","146.6086883544"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:149057","Milvus migrans affinis","4446.617472","Papua New Guinea","Morobe Province","7 mi N Bulolo","26 Oct 1962","-7.1032609939","146.6204681396"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:99658","Accipiter gentilis atricapillus","3658.038912","Canada","British Columbia","Comox, Vancouver Island","17 Mar 1941","49.6833","-124.9333"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:90019","Haliastur indus girrenera","6802","Papua New Guinea","New Ireland Province","Emira Island","23 May 1944","-1.6585144996","149.9668426513"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:99650","Accipiter gentilis atricapillus","56932.153344","Canada","British Columbia","Okanagan","9 Sep 1942","49.4167","-120"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:24205","Accipiter striatus velox","1001","United States","California","Cisco","26 Sep 1913","39.301873","-120.547562"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:53347","Accipiter striatus velox","4651.00416","United States","California","1 mi W Grass Valley","16 Nov 1919","39.21934","-121.07935"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:76349","Accipiter striatus velox","","United States","California","Battle Creek","22 Oct 1898","",""
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:41232","Buteo jamaicensis calurus","30","United States","California","10 mi W Madera","13 Dec 1920","36.952771","-120.239977"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:41220","Buteo jamaicensis calurus","30","United States","California","10 mi W Madera","15 Dec 1920","36.952771","-120.239977"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:41221","Buteo jamaicensis calurus","30","United States","California","10 mi W Madera","15 Dec 1920","36.952771","-120.239977"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:144666","Buteo jamaicensis calurus","6437.376","United States","California","Concord","15 Jan 1924","37.9733762","-121.994205"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:99723","Accipiter striatus velox","56932.153344","Canada","British Columbia","Okanagan","24 May 1944","49.4167","-120"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:61343","Accipiter striatus velox","9371.210112","United States","Oregon","Catherine Creek, 7 mi E Telocaset","28 Jun 1932","45.1011","-117.6822"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:27042","Accipiter striatus velox","1609.344","United States","California","Laytonville","3 Aug 1916","39.6863371","-123.4851937"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:99815","Buteo lagopus sanctijohannis","3973.470336","Canada","British Columbia","Okanagan Landing","16 Nov 1921","50.2333","-119.35"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:90444","Accipiter cooperii","5082.308352","United States","California","Santa Cruz","18 Sep 1942","36.9746516","-122.0068146"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:144648","Accipiter cooperii","1660.843008","United States","California","Moraga","22 Dec 1923","37.8305356","-122.127884"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:63669","Buteo lagopus sanctijohannis","1000","United States","California","NW part of Kelso Valley","27 Nov 1933","35.4609","-118.2199"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:70178","Buteo rufofuscus augur","21692","Ethiopia","","27 mi SW Esho, Kucha","10 Nov 1933","6.7333333333","37.65"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:109378","Buteo jamaicensis calurus","3043","Mexico","Guerrero","Amojileca","5 Apr 1942","17.5680555555","-99.5686111111"
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Bird:127227","Buteo jamaicensis borealis","6437.376","United States","Massachusetts","Harvard","5 Nov 1913","42.5","-71.58"
